body,link,title
body,link,title
" Colombia’s State fails to provide any kind of security in the southwestern Cauca province where ethnic minorities have been under siege by illegal armed groups, drug traffickers and the military for decades.This week alone, illegal armed groups committed three massacres and assassinated one policeman in the province where the history of the local Nasa people goes back more than 10,000 years.Combat between two rival guerrilla groups forced more than 200 people to flee their homes in the rural part of Balboa, a municipality in the south of Cauca, on Wednesday.Colombia’s most violent provinceCauca is the home of Vice-President-elect Francia Marquez, who survived an assassination attempt while meeting with community leaders in Suarez in 2019.So far this year, illegal armed groups assassinated 18 community leaders and human rights defenders in Cauca, according to independent conflict monitoring NGO Indepaz.At least 246 social leaders have been assassinated and more than 170 people were killed in at least 48 massacres since President Ivan Duque took office in August 2018.The violence disproportionately affects the indigenous Nasa people who refuse to surrender their fertile territories in northern Cauca to illegal armed groups and regional elites alike.Who is killing the locals?The prime suspect of killings indigenous in northern Cauca is the CCO, a federation of guerrilla groups that formed after the 2017 demobilization of now-defunct guerrilla group FARC that used to control the area.Following the demobilization of the FARC, the Nasa people stepped up efforts to rid their territories of illicit crops left by the demobilized guerrillas.At the same time, however, the guerrillas began planting coca in areas with easy access to the Pacific port city Buenaventura in particular, including inside indigenous territories and the jungles north of Cauca.In the Pacific region of Cauca, another FARC dissident group, “Segunda Marquetalia,” has been violently trying to expel the CCO in order to assume control over the coca that is grown there apparently with the help of local ELN guerrillas.Pamphlets of the AGC that have appeared in El Tambo and Argelia indicates that this paramilitary organization is trying to expel all guerrilla groups from the Pacific region, which is also rich in gold.To further complicate matters, Medellin organized crime syndicate “La Oficina de Envigado” has been promoting the cultivation of marijuana in the north of Cauca for consumption in Colombia’s second largest city.On top of the conflicts with the guerrillas and the narcos, the Nasa people have been involved in a decades-long dispute over sugar plantation in the indigenous ancestral lands in northern Cauca.In a 2021 meeting with the Truth Commission,Tensions between indigenous and plantation owners in southwest ColombiaWhere did the security forces go?The National Army has been carrying out attacks against the guerrillas in the west and north of Cauca, which has caused tensions with the locals.The Regional Indigenous Council of Cauca (CRIC) said Wednesday that both the army and the guerrillas were using the inhabitants of an indigenous reserve in northern Cauca as a human shield.Today, August 2, in the town center of the Las Delicias reserve, there were reports of combat between the Jaime Martinez mobile column and the National Army. The community members had to take refuge from the crossfire in their homes. These armed groups are using the civilian population as a human shield… At 2:30 in the afternoon, the combat moved to La Chapa hill, where the Indigenous Guard had to evacuate an educational center, protecting the students from the armed confrontation.Regional Indigenous Council of Cauca#ATENCION, área de DDHH de @ACIN_Cauca denuncia el regreso de confrontación Armada en el resguardo indígena de Las Delicias #BuenoAires y la Concepción en #SantanderQ población en confinamiento, niños evacuados de escuelas con ayuda de #Guardiaindigena@ONUHumanRights @WOLA_org pic.twitter.com/3p4Y4QxUBS— Eduin Mauricio Capaz Lectamo. (@CapazMauricio1) August 2, 2022In the Pacific region, communities have been expelling counternarcotics units since February.According to these locals, the army is forcibly eradicating coca while the government promised the farmers substitute crops that would allow them to sustain themselves.Meanwhile, the military appeared to ignore known drug trafficking routes, Alejandra Miller of the Truth Commission said last year after studying the situation the region for three years. We are asking ourselves different questions that will help us to solve what is behind this. One of them is why the public forces do not take control of known illegal economic routes.Truth Commissioner Alejandra MillerThe military’s drug trafficking tiesMounting evidence indicates that corrupt elements within the National Army are colluding with the very drug traffickers that are causing the security crisis in Cauca.In February, the National Army was forced to sack a general after he admitted to working together with a local drug trafficking gang in the marijuana-growing region.The general was has yet to be arrested.Colombia’s army sacks general over admitted drug tiesThe scandal involving the general, the army’s failure to effectively combat drug trafficking and the constant attacks on the civilian population have deteriorated locals’  confidence in the State, according to Valeria Mosquera of human rights organization Ruta Pacifica de Mujeres.We are in the midst of a sense of impunity that sends a very negative message to the population. There is a public message being sent to society about the reduced capacity of the justice system to solve the clarification of the facts of persistence. A second phenomenon is the lack of confidence in the institutions.Human rights defender Ruta Pacifica de MujeresAccording to indigenous leader Edwin Mauricio Capaz, “there are interests in maintaining the region unstable, powers that need to invalidate local organizational processes by the indigenous and the black community, powers that use the violence to maintain their local hegemony.”According to Capaz, this may change on Monday if President-elect Gustavo Petro kicks off his first day as president with a trip to Cauca. armed conflictCaucaFailing state seriesindigenous issuespeace process ",https://colombiareports.com/colombias-failing-state-part-6-indigenous-under-siege/,Colombia’s failing state | Part 6: indigenous under siege
" Medellin is a dangerous city for women and girls despite alleged efforts to combat gender violence and pedophilia in Colombia’s second largest city.Forty women and girls were assassinated in the city last year, according to local authorities in the capital of the Antioquia province that is home to more than 2.5 million people.Fifteen of these victims were murdered at home, one of the most dangerous places for Medellin’s women and girls.In its annual report on women’s rights, the local government said that 1,568 women were physically abused by their partner and 133 girls suffered physical abuse by a family member.At least 2,008 women and children became the victims of sexual violence in 2021. Of the 466 rape tests carried out by the Medical Examiner, 90% corresponded to underage girls.Family environments are proportionally more dangerous for women because of the type of violence that is exercised against them, and because of the way in which this type of violence associated with coexistence, interpersonal and the relationships between couples.Medical Examiner’s OfficeThe situation is considerably better than it was in 2005 when Medellin’s Women’s Secretary was founded and 61% of the city’s women said they had been beaten by their partner.Sixty women were assassinated that year, the local government in a 2008 report.In 2007, the Medical Examiner carried out 933 rape tests of which 70% corresponded to girls of 14 and younger.The impoverished northwest of the city was the most dangerous for women then and continued to be so in 2021, according to Medellin’s city hall.What is threatening Medellin women and girls?The coronavirus and the massive influx of migrants from Venezuela has had a devastating effect on women in the city with a history of “machismo.”According to national statistics agency DANE, 18% of Medellin’s women were unemployed. The unemployment rate among women was as high as 31.7%.The physical and job insecurity severely affected the mental health of Medellin women of whom 36% said to be having mental health issues.Firefighter drags the naked body of murdered woman from the Medellin river.Medellin’s suicide rate was 2.7 per 100,000 women last year, which was double that of the capital Bogota and the highest of all Colombia’s major cities.The vulnerability of women that belong to ethnic minorities is considerably higher than white women as they additionally face racist violence, stressed Maria Roa of the Afrocolombian Domestic Service Union.The main challenges to improve equality and to be able to have a better quality of life for women and reduce the gender gap, is the guarantee of labor and human rights such as: having a fair salary, social benefits, reducing the domestic workload and the burden of the home, eliminating ethnic-racial discrimination, economic violence, sexual violence, workplace violence and having a dignified treatment.Maria RoaKeeping the problem a secretMedellin girls at a well-known site for prostitutionFor some reason, women’s rights wasn’t an issue in Medellin until sex workers also began offering their services to reported sex tourists in the wealthy Poblado district.Prostitution has been as common as violence against women in Medellin since before 1963 when a survey found that more than 4.5% of the local women worked in prostitution.According to a 2012 study by the Health Ministry, a little more than 2,000 women and more than 270 children provided sex services to the male half of the city’s 2.2 million inhabitants.I started when I was 11 years old. I was in a boarding school where met a friend who told me to come here and you know when they say “money, money,” it calls your attention.“Astrid”The local child welfare service told local news station Telemedellin that it received only seven complaints of child sexual exploitation that year.The situation caused little public indignation as prostitution mainly took place in the downtown area and the sexual violence against women and children at home.Medellin project aims to curb sex tourism, telling visitors to ‘buy other souvenir’The public indignation kicked in in 2016 after a growing number of foreigner visitors to Poblado also began attracting sex workers to Medellin’s most affluent area.Local crime expert Fernando Quijano told Vivir en Poblado that year that “we have reported this often, but many businesses said that this was… not true.”El Poblado has been a time bomb for many years… When looking for [the local mafia] bosses, they found them in that area.Fernando QuijanoQuijano said “the situation is now out of control after Medellin mafia syndicate La Oficina de Envigado and Poblado businessmen had been making money of Poblado’s booming sex industry for years.The US-funded fraudFormer Medellin Mayor Federico Gutierrez (Image: Twitter)Medellin Mayor Federico Gutierrez embarked on a US-funded, but fraudulent witch hunt that targeted foreign visitors, but left the mafia associates of his now-jailed former security secretary alone.ICE embroiled in major fraud scandal in ColombiaMayor Daniel Quintero, an alleged sex offender, took office in 2020 and was almost immediately confronted with the coronavirus crisis, which worsened the situation of Medellin’s women dramatically.The pandemic was a godsent for the sex industry, however, and the local mafia flooded the city center and El Poblado with sex workers again.The minimum price for sex in downtown Medellin dropped to little more than $1 and in El Poblado to $20, according to sex workers’ rights organization “Putamente Poderosas.”Worse than an “open-air brothel”Medellin cop poses with taxi driver who allegedly raped a female customerAfter author Carolina Sanin called Medellin “an open-air brothel” on Monday, Quintero “finally” vowed to do something about prostitution, local newspaper El Colombiano reported.Dozens and dozens of women walk at any hour along 10th Street or Lleras Park in search of a client, and those clients are mostly foreigners who pay in dollars.El ColombianoThe newspaper complained that the city hall’s announced efforts “don’t even directly impact” the prostitution in El Poblado.Quintero’s policy allegedly seeks to tackle Medellin’s history of violence against women and children instead of the sensitivities of the local elite and the mafia that promote prostitution.I have a client and first I take him to a nearby bar, or to a discotheque, the manager gives me a tip for taking that foreigner to spend money with them. That way everybody wins.“Luisa”Colombia’s second largest city “continues to be an absolutely exclusive society,” sex workers’ rights activist Melissa Toro told Spanish newspaper El Pais.While El Colombiano decried prostitution, local police arrested a taxi driver who allegedly raped and robbed a 33-year-old woman from Manrique, Medellin’s most dangerous district for women.The city’s Women’s Secretary hasn’t spoken out about the situation of Medellin’s women for months. AntioquiafeminismMedellinviolence against womenwomen's rights ",https://colombiareports.com/medellins-secret-history-of-violence-against-women-and-girls/,Medellin’s secret history of violence against women and girls
" The opposition to Colombia’s President-elect Gustavo Petro accuses the government coalition of trying to corruptly secure the election of an allied comptroller general.The accusations followed attempts by lawmakers loyal to President Ivan Duque to do the exact opposite before they left office on July 20.The debate is particularly heated because a 2018 constitutional amendment gave the successor of Comptroller General Felipe Cordoba sweeping powers to investigate and punish government corruption.According to this amendment, Congress must elect a new fiscal watchdog before August 20 from a list of candidates composed by the previous congress before May 20.Why Colombia’s upcoming elections could trigger a crisisIs this even legal? | part 1Former Senate president Juan Diego Gomez (Image: Senate)Senate President Roy Barreras of Petro’s progressive Historic Pact party said on Monday that he will come up with a new shortlist, claiming that the one presented by former Senate president Juan Diego Gomez of the Conservative Party was invalid.Gomez began composing the shortlist on January 17, when Congress was on Christmas recess, in an apparent attempt to secure a list of 10 Duque loyalists.An administrative killed this shortlist on July 14, claiming that multiple of the candidates weren’t qualified and the list lacked female candidates.To make things worse, multiple of Gomez’s candidates were accused of embezzling more than $119 million (COP500 trillion) in funds meant for Colombia’s peace process.“Corruption cost Colombia’s peace process $119M”Is this even legal? | Part 2House President David Racero (L) and Senate President Roy Barreras (Image: Twitter)Gomez rushed to present a new shortlist before leaving office, but saw his second list of candidates discarded by Barreras and House President David Racero, another Petro ally.Barreras and Racero announced a resolution that created a provisional commission that would compose a new shortlist.Congress would have the final say over who would be investigating corruption in the coming four years in a secret vote on August 18, according to the Petro allies.Opposition politicians immediately claimed that what Barreras and Racero were trying to do was illegal.This definitely is ironicPresident-elect Gustavo Petro and Senator Rodolfo Hernandez (Image: Twitter)The corruption allegations hurled at Barreras and Racero are ironic as Petro won the elections earlier this year vowing to combat the corruption that marred the Duque administration.The president-elect won’t take office until Sunday, but is already facing a scandal over the alleged corruption by two of his most powerful allies in Congress.Petro had already come under fire from hardliners within his party over the efforts to secure a congressional majority with political parties that are notoriously corrupt.Protests grew louder last week after Petro’s allegedly corrupt opponent in the elections, Senator Rodolfo Hernandez, was appointed president of a congressional commission to investigate corruption. Comptroller General's OfficecorruptionDavid RaceroGustavo PetroJuan Diego GomezRoy Barreras ",https://colombiareports.com/how-serious-is-colombias-president-elect-about-fighting-corruption/,How serious is Colombia’s president-elect about fighting corruption?
" Former opposition leader Gustavo Petro was formally sworn in as president of Colombia in the capital Bogota on Sunday.The ceremony was filled with symbolism stressing the historic nature of Petro’s election in June.Vice-President Francia Marquez swore not only to honor the constitution, but also the ancestors of Colombia’s first black female vice-president in history.Immediately after being sworn in, Petro ordered the presidential guard to bring the sword of Simon Bolivar, the general who liberated Colombia from colonial rule, and was at one point stolen by the guerrilla group M-19.The president was a member of this guerrilla group until its demobilization in 1990.After his ceremonial speech praising the new president, Congress President Roy Barreras ordered a recess to allow the presidential guard to bring Bolivar’s sword from the presidential palace.After the arrival of the sword on the stage at the Simon Bolivar square where the ceremony was held, Petro addressed the nation as president for the first time.In the same sentence in which Petro welcomed foreign leaders, the president welcomed a street vendor who was invited to the ceremony.The president explained he asked the presidential guard to bring the historical sword as a symbol of the country’s liberation from oppression and “a second chance” for Colombia.It’s the time of change. Our future isn’t written. We are the owners of the hope and the paper and we can write it together, in peace and united.President Gustavo PetroPetro additionally promised that his four-year term would be dominated by a  “politics of love” and dedicated to peace.The president stressed that peace would only be possible by ending poverty and the so-called “War on Drugs.”The time has come to change counternarcotics policies in the world in order to permit life and not generate death.President Gustavo PetroPetro vowed an end to political persecution and said that the State’s intelligence services would seek to eliminate corruption. executive orderGustavo Petro ",https://colombiareports.com/gustavo-petro-sworn-in-as-colombias-new-president/,Gustavo Petro sworn in as Colombia’s new president
" President Gustavo Petro has picked some of Colombia’s most senior politicians and social activists to govern the country in the coming four years.Finance: José Antonio OcampoFinance Minister José Antonio Ocampo is a renowned economist who occupied the same post in the late 1990’s and was the director of the United Nations’ Economic Commission for Latin America and the Caribbean.Interior: Alfonso PradaInterior Minister Alfonso Prada is President Juan Manuel Santos’ former chief of staff and will be Petro’s main intermediary with Congress to lobby lawmakers’ support for government policy proposals.Foreign Affairs: Alvaro LeyvaForeign Minister Alvaro Leyva is a former mining minister, diplomat and senator, and has been one of the most vociferous supporters of peace in Colombia.Justice: Nestor OsunaJustice Minister Nestor Osuna is a former magistrate of the Superior Judiciary Council and the former law dean of the Externado University.Defense: Ivan VelasquezDefense Minister Ivan Velasquez is one of Latin America’s best-known anti-corruption warriors. Velasquez led a United Nations commission against corruption in Guatemala and led investigations between politicians and the now-defunct paramilitary organization AUC in Colombia.Trade: German UmañaTrade Minister German Umaña was an international economy professor and the director of the Colombia-Venezuelan Chamber of Commerce. He will be in charge of reestablishing trade ties with the neighboring country.Equality and Women: Francia MarquezVice President Francia Márquez is one of Colombia’s most renowned environmental and women’s rights activists. Marquez will dedicate most her time as VP to combating racism and sexism.Labor: Gloria RamirezGloria Ramírez is a former labor union leader, a former lawmaker and a long-time women’s rights activist.Health: Carolina CorchoHealth Minister Carolina Corcho is the former vice-president of the Colombian Medical Federation. The psychiatrist has been one of the main critics of Colombia’s semi-privatized public health care system.Education: Alejandro GaviriaAlejandro Gaviria is a former health minister, and economic scholar and one of the closest allies of former President Juan Manuel Santos.Environment: Susana MuhamadEnvironment Minister Susana Muhamad is a long-time environmental activist who was Petro’s Environment Secretary when the president was mayor of Bogota.Agriculture: Cecilia LopezAgriculture Minister Cecilia Lopez occupied the same position under former President Ernesto Samper and has been an outspoken supporter of land reform.Housing: Catalina VelascoHousing Minister Catalina Velasco is a political scientist who was Bogota’s public utilities chief when the president was mayor of the capital.Mining and Energy: Irene VelezEnergy minister Irene Velez is a philosopher who also studied political geography. Velez has been a major defender of rural communities and the environment in disputes with mining companies and foreign governments.Culture: Patricia ArizaCulture Minister Patricia Ariza is one of Colombia’s best-known poets and an outspoken peace activist.ICT: Mery GutierrezICT Minister Mery Gutierrez an attorney who also studied ICT and management.Sports: Maria Isabel UrrutiaSports Minister María Isabel Urrutia is an Olympic medalist and a former congresswoman.Transport: Guillermo ReyesTransport Minister was a former deputy Interior Minister under former President Alvaro Uribe and a long-time law scholar. executive orderGustavo Petro ",https://colombiareports.com/the-men-and-women-who-will-govern-colombia-in-the-coming-years/,The men and women who will govern Colombia in the coming years
" Colombia’s outgoing President Ivan Duque has divided media between allies and enemies, which contributed to polarization in the country and limited citizens’ access to information, according to press freedom foundation FLIP.Duque ended his May interview with BBC’s program HARDtalk, claiming its name “should be HARDlies” after host Stephen Sackur debunked multiple of the president’s false claims with facts.Duque’s growing aggression against the BBC host and his final statement was typical the outgoing president’s relations to critical members of the press that refused to become Duque’s propaganda tools.In the interview, the president falsely claimed that Colombia’s homicide statistics were the lowest in history while they were the highest since 2015, according to the Defense Ministry.Despite Sackur’s pushback and the facts, Duque insisted that his claim was accurate and — to the amusement of many — ultimately claimed that the BBC was spreading lies.The interview was telling how the president over the past four years has made a clear distinction between “allied” media that allowed Duque to make all kinds of false claims and “enemy” media that were shunned for exposing the government’s barrage of lies, half truths and utter nonsense.Rebuilding Colombia Reports after 4 years of repressionBuilding the propaganda machineIn an attempt to strengthen his communication, the president expanded his propaganda team from 15 people to 54, and invested more than $10.3 million (COP 45 billion) to dominate the public discourse with his fabricated narrative.The team monitored media and journalists in order to define which were deemed positive about the Duque regime and which were “negative” and had to be countered, particularly during one of the government’s many crises.Meanwhile, violence against the press intensified. At the end of Duque’s four years, five journalists were assassinated and 750 journalists were threatened with censorship.Duque reverting freedom of the press to Colombia’s ‘darkest days’“Allies” and “enemies”Hassan Nassar (Image: RCN Radio)After taking office in 2018, the president briefly tried to maintain cordial relations with the press, but this quickly ended and journalists became either “allies” or “enemies,” which helped create a climate of polarization, according to the FLIP.“We know that there are media that don’t like us, that there were media that supported “Yes” [during the 2016 campaign that sought the public approval of a peace deal with now-defunct guerrilla group FARC and are friends of [former President Juan Manuel Santos,” one of Duque’s advisers told the president, according to an anonymous former adviser, who added that “that sentence left me worried.”“You can’t being a government with a predisposition for the attack,” the former adviser told FLIP and let to the government’s believe that some media were part of the political opposition.The beginning of the censorshipFormer Noticias Uno anchor Mabel LaraThree months after taking office, Duque’s public television chief Juan Pablo Bieri censured a television program whose host was too critical about the government’s “ICT modernization Law,” which gave the administration almost absolute control over the content on public TV and the allocation of radio frequencies.Bieri was sacked and immediately hired as one of the president’s communications advisers after which the official help organize a WhatsApp groups with loyalists of Duque’s far-right Democratic Center party that sought to silence criticism by media and political opponents of the government.‘Democratic character of Colombia’s state put to the test’: press freedom foundationProfiling social media critics, spying on journalistsAfter the president’s popularity collapsed in 2019 and anti-government protests were being organized, the president hired a firm to “construct a narrative that would make good Colombians disapprove the motivations of those who marched” against the administration.The President’s Office also sought to label influential citizens on social media as “positive,” “negative,” and “neutral.”Weekly Semana additionally published evidence indicating that the National Army had been spying on more than 70 journalists and other public figures, which exposed that the army was managing a list of “opposition” politicians.Colombia’s army spied on court, politicians and journalists: reportPublic uproar forced a change in the president’s communication team and the appointment of far-right pundit Hassan Nassar as Duque’s top communications adviser.Nassar quickly showed that that any journalist asking critical questions would be accuse of having ties to Santos. Media subsequently avoided the president’s communications chief, who became the laughing stock of internet trolls.Press freedom in Colombia deteriorated in 2019 amid persistent aggression and self-censorshipPoliticized public service announcementsDuque hosting his daily showThe coronavirus pandemic that broke out in Colombia in March 2020 triggered Duque to host a daily propaganda program that was broadcast on corporate television networks deemed loyal to the government.Until March that year, the president gave 272 interviews to these corporate media and made 327 public statements that were loyally broadcast by them.The strategy sought to “exercise a control over the information that was going round,” according to political news website La Silla Vacia.The president’s daily “Prevention and Action” program that was initially introduced to inform people on the progress of the coronavirus turned out to be a disaster for radio news programs that broadcast in the morning, but had to wait for answers until the evening.Additionally, independent media deemed hostile by the president’s inner circle were shunned, which ended up isolating the president ahead of April 2021 when social organizations began organizing a new National Strike that sought to revive the massive 2019 protests.The tragedy of Hassan Nassar, Colombia’s propaganda chiefCriminalizing protestsThe president’s daily broadcast gradually reduced information on the coronavirus and increasingly became a propaganda program that highlighted Duque’s self-proclaimed successes and broadcast claims that sought to discredit and criminalize the impending protests.A week after the 2021 National Strike erupted the program was taken off the air and the corporate television stations loyal to the government began criminalizing the protests based on “intelligence” provided by the security forces.The FLIP said that press conferences were held exclusively for corporate media that replicated the government’s talking point.Duque additionally extended the maximum term for open information requests to two years, making it virtually impossible for news media to inform their audiences on information that had not been vetted by the president’s propaganda team.On May 21, 2021, as Duque came under international pressure over his violent crackdown of the largely peaceful protests, the president published to publish fake interviews in English to manipulate international opinion and blame opposition leader Gustavo Petro of the unrest.The auto-interviews further distanced the president from citizens as most didn’t understand a work Duque was saying.Fact-checking website ColombiaCheck later published that 46 of the 96 claims made by Duque in these interviews with himself were “questionable,” 19 were false 16 were true, but deceitful and only 15 were simply true.On May 7 last year, the security forces and government website simulated a cyber attack on its social media platforms and some websites in order to justify the “cyber patrol” of 1.7 million citizens’ social media accounts, of which some were branded as “fake news” because they published content that had not been approved by the military and the National Police.Colombia Reports’ Facebook page taken down in apparent cyber warBailouts and trudgensJournalists being assaulted by police (Image: Twitter)Tensions between the corporate media that were given interviews by the president and replicating government lies increased tensions with anti-government protesters that one multiple occasions attacked these media’s offices or exposed their reporters to aggression.In order to help these media, the government offered bailouts that were withdrawn in September because of the government’s attempt to further control these media’s news programming.Hundreds of journalists reporting on the protests, and particularly the mass violation of human rights that sought to quell them, were injured, mainly by police.By the end of Duque’s term, Duque had burned many of the bridges with the press and was unable to respond to particularly harsh press reports about the human rights violations committed by his administration and the corruption scandals that had emerged. censorshipIvan Duquejournalismmediapropaganda ",https://colombiareports.com/how-hostility-to-the-press-ended-up-isolating-colombias-government/,How hostility to the press ended up isolating Colombia’s government
body,link,title
" Colombia’s chief prosecutor said Tuesday that Medellin’s former mayor owned four real estate properties that allegedly belonged to the local mafia.In a press statement, Prosecutor General Francisco Barbosa said that prosecution officials seized four real estate properties that were registered under the name of former Mayor and former Antioquia Governor Luis Perez.The alleged mafia propertiesThe properties allegedly belonged to Vicente Castaño, a late commander of the AUC with close ties to the Medellin mafia.The real estate would have an estimated value of $17 million (COP74 billion), said Barbosa.The prosecution allegedly found the homes as part of a criminal investigation into the AUC that followed the partial demobilization of the paramilitaries between 2003 and 2006.Barbosa made no mention of alleged ties between Castaño and Perez.Real estate and drugsAccording to a former AUC commander Rodrigo Alberto Zapata, a.k.a. “Ricardo,” Castaño received Perez’s properties from three regional drug traffickers to pay off an outstanding debt.The former mayor said that the chief prosecutor was “completely disinformed” and that he had bought one of the properties of  the granddaughter of late dictator Mariano Ospina in 2006.According to Perez, Castaño’s name never appeared on any of the documents related to the real estate.The Medellin mafia and the regional eliteRicardo’s paramilitary group, “the Southwestern Front,” had ties to former Senator Mario Uribe, a cousin of former President Alvaro Uribe and a neighbor of former drug lord “El Tuso.”The former AUC commander accused Uribe’s former presidential adviser Jose Obdulio Gaviria, the cousin of late drug lord Pablo Escobar, of supporting the Southwestern Front in 2016.One of Uribe’s closest allies, former Antioquia Governor Luis Alfredo Ramos, is in prison because of his ties to El Tuso and “La Oficina de Envigado,” the Medellin crime syndicate founded by Escobar in the 1980’s.Colombia’s presidential palace became home to criminal organization under Uribe: courtPerez and La OficinaExtradited crime lord “Don Berna” and the Castaño’s brothers founded the AUC and took over La Oficina after they split from the Medellin Cartel in 1991 and helped kill Escobar in 1993.Perez was was mayor of Medellin between 2001 and 2004 when Berna controlled Colombia’s largest city and the AUC’s drug trafficking activities.The former tried to run for mayor again in 2011, but lost those elections to Governor Anibal Gaviria after then-Mayor Alonso Salazar, accused Perez of using La Oficina to buy votes.Medellin: Colombia’s extrajudicial execution capitalThe regional politician successfully campaigned to become governor of Antioquia between 2016 and 2019 and briefly, but unsuccessfully tried to run for president earlier this year.Perez is locally known as “Luis XV” for alleged charging a 15% kickback in return to the granting of government contracts. AntioquiaAUCluis perezMedellinparamilitariesparapoliticsvicente castaño ",https://colombiareports.com/colombias-prosecution-links-former-medellin-mayor-to-mafia-real-estate/,Colombia’s prosecution links former Medellin mayor to mafia real estate
" The expansion of illegal armed groups is the main reason for increased violence in Colombia, according to the United Nations’ human rights agency HCHR.In a press statement, HCRH director Juliette de Rivero expressed her support of the “solid” peace policy proposal of President-elect Gustavo Petro, who will take office on August 7.The HCHR’s annual report confirmed a sharp increase in violence and armed conflict in 2021.Particularly forced displacement surged last year for the first time since 2016 when former President Juan Manuel Santos and the now-defunct guerrilla group FARC made peace.The number of victims of forced displacement went up from 26,191 in 2020 to 73,974 last year, according to the UN agency.The HCHR confirmed the assassinations of 100 human rights defenders last year.The UN agency stressed that four leaders of the indigenous Nasa people were assassinated in their native Cauca, a province in southwest Colombia in the first four months of 2022.In the south of the country, the ongoing armed conflict is accelerating the extinction of the Jiw people who live along the banks of the Guaviare river.In both regions, FARC dissident groups that oppose the peace process have taken control.In the northeastern Arauca province, these groups are at war with guerrilla group ELN.In the northwestern Choco and Antioquia provinces, violence is largely due to conflict between the ELN and paramilitary organization AGC.The violence allowed massacres to double between 2016 and 2021.“It is the State’s duty to protect the population, and to do so in a manner respecting international human rights law. This is why we are urging the Government to efficiently respond to and prevent further violence,” said the UN’s High Commissioner for Human Rights Michelle Bachelet.“The military response is not enough to curb the violence,” De Rivero added.The HCHR urged the government to implement the.2016 peace deal, policies that would allow the dismantling of illegal armed groups, and a more effective State presence in areas that have long been left at the mercy of illegal armed groups. armed conflictUnited Nations ",https://colombiareports.com/colombias-illegal-armed-groups-violently-expanded-in-2021-un/,Colombia’s illegal armed groups violently expanded in 2021: UN
" Colombia’s national army commander celebrates his retirement on Wednesday amid an escalation of violence and corruption scandals.At least 10 generals and dozens of other commanders were either arrested or sacked because of their alleged involvement in drug trafficking, extortion, arms trafficking, embezzlement, and illegal spying on journalists and the Supreme Court since President Ivan Duque took office in 2018.At least 321 members of the security forces were killed after General Eduardo Zapateiro assumed control over the security forces in early 2020 and violence throughout Colombia deteriorated.Drug traffickingRetired General Leonardo BarreroThe scandals began in June 2019 when Colonel Elkin Argota was accidentally caught driving the fugitive drug lord from his hide-out in Bogota military barracks to the southern Putumayo province.A month later, the commander in charges of Putumayo, General Jorge Hernando Herrera, told colleagues about his ties to drug traffickers from Cauca, which got him sacked in February after this audio was leaked.Less than a week later, media revealed a prosecution report in which the former commander of the armed forces, General Leonardo Barrero, was accused of cooperating with a drug trafficker from the southwestern Nariño province.The latest scandal followed persistent claims by Catholic bishops from the Choco and Antioquia province that the regional military unit cooperated with paramilitary group AGC, which is allegedly Colombia’s largest drug trafficking organization.These claims were fiercely denied by the 7th Division, which controls this region in northwest Colombia.Arms traffickingThe former commander of the 4th Brigade, employees of Colombia’s weapons manufacturer Indumil and the director of the National Army’s family welfare agency, Colonel Alexander Amado, were accused of arms trafficking in 2021.According to the prosecution, former 4th Brigade commander Jorge Romero, provided armed to organized crime groups in Medellin and the neighboring city of Rionegro.Amado and at least two of his subordinates allegedly managed a national arms trafficking network from the Tolemaida base in the central Tolima province, which also sold arms to groups formed by dissident factions of now-defunct guerrilla group FARC.Illegal spyingReitred General Nicacio Martinez and General Eduardo ZapateiroDuque sacked his initial National Army chief, General Nicasio Martinez, in late 2019 after the president found that the army commander and military intelligence officials allegedly were spying on journalists, opposition politicians, the Supreme Court and even Duque’s chief of staff.The scandal caused major uproar in Washington DC because the military was allegedly using American equipment that was meant to combat drug trafficking.According to one of the officials that took part in the criminal activity, the illegally obtained intelligence information was sent to the president’s far-right party, the Democratic Center.Kidnapping and extortionGaula forces (Image: National Army)Months before the resignation of Martinez, the general’s nephew, Lieutenant Colonel Cesar Augusto Martinez, found himself implicated in kidnapping allegations.Ironically, the general’s nephew was the commander of Colombia’s anti-kidnapping unit GAULA at the time.Mora was quietly removed from his post in December last year despite prosecution claims that the Gaula chief was not involved in any criminal activity.Two months before, the National Army confirmed that it was investigating the commander of the Special Forces Division, General Eduardo Mora, after extortion allegations lodged by eight of his subordinates.Despite this investigation, Mora was transferred to Cucuta where he assumed control of the 8th Division earlier this year.Three alleged convictionsPresident Ivan Duque and General Eduardo Zapateiro.Zapateiro told newspaper El Tiempo in March that the army had opened 41 disciplinary investigations into allegedly corrupt military officials since early 2020 that resulted in three convictions.None of these alleged convictions and investigations were mentioned in the National Army’s annual transparency magazine DANTE, which was published in April.None of the 10 allegedly corrupt generals and the dozens of officials who found themselves embroiled in criminal investigations since Duque took office have been convicted.The army’s allegedly corrupt commander will retire on Wednesday after ending his scandal-ridden military career with an exorbitant celebration of Colombia’s Independence Day.The celebrations will be held without the 321 soldiers and police officers who were killed while Zapateiro was in office. armed conflictcorruptionEduardo Zapateiromilitary ",https://colombiareports.com/colombias-army-commander-retires-amid-corruption-scandals-and-escalation-of-violence/,Colombia’s army chief retires amid corruption scandals and escalation of violence
